Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential
Clayson,1995-03-19,CampeonatoBrasileiro,Mirassol Futebol Clube,Right,Brazil,Att Mid / Wingers,2043,0.22,0.04,0.26,0.22,0.0,0.0,0.26,0.0,0.11,0.11,0.05,0.16,2.47,3.3,5.29,1.98,0.62,31.1,0.11,0.36,21.6,0.4,0.06,0.11,0.11,22.38,32.38,69.1,341.45,93.57,12.82,15.24,84.1,7.0,9.43,74.3,1.85,5.37,34.4,0.13,0.84,2.2,0.88,0.18,27.97,4.27,0.97,0.31,0.09,3.92,0.62,2.33,1.1,0.7,0.0,0.13,0.93,2.42,1.59,0.48,0.09,0.0,0.26,0.0,0.35,0.18,0.04,0.04,0.0,0.09,0.0,0.48,0.35,0.22,0.18,0.09,0.22,1.54,14.3,1.32,1.19,0.09,0.31,0.79,0.88,0.04,44.41,0.62,5.99,17.27,21.67,2.11,44.41,3.44,1.06,30.8,1.98,57.7,26.17,164.98,73.57,1.63,0.93,2.6,1.23,30.62,0.0,0.88,1.85,0.22,0.04,0.0,0.0,3.3,0.18,0.66,21.1,1465,30.0,70.65682657367846,70.65682657367846
Tomás Cuello,2000-03-05,CampeonatoBrasileiro,Atlético Mineiro,Right,Argentina,Att Mid / Wingers,2010,0.13,0.22,0.36,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.19,0.31,4.57,3.94,8.42,2.78,0.99,35.5,0.05,0.14,23.1,0.04,0.05,0.01,0.01,26.96,38.82,69.4,481.97,156.49,12.09,14.33,84.4,11.6,15.54,74.6,2.69,6.27,42.9,0.18,1.93,2.42,1.34,0.54,34.34,4.43,0.54,0.13,0.45,5.19,2.87,0.99,0.31,0.58,0.0,0.04,1.61,4.7,2.96,0.36,0.9,0.31,0.18,0.0,0.36,0.27,0.0,0.04,0.04,0.0,0.0,1.61,0.94,0.94,0.63,0.04,0.72,1.84,39.0,1.12,1.57,0.22,0.94,2.55,0.54,0.0,52.7,0.76,7.84,21.31,25.12,2.78,52.7,5.64,2.87,50.8,2.46,43.7,31.61,243.54,138.9,3.13,0.94,2.1,1.84,34.7,0.0,1.25,1.79,0.31,0.0,0.0,0.0,5.73,0.81,1.21,40.0,1533,25.0,72.49732209581389,72.49732209581389
Jefferson Savarino,1996-11-11,CampeonatoBrasileiro,Botafogo (RJ),Right,Venezuela,Att Mid / Wingers,2009,0.36,0.31,0.67,0.36,0.0,0.0,0.13,0.0,0.23,0.22,0.29,0.51,2.06,5.56,7.84,2.73,1.3,47.5,0.13,0.28,21.5,0.18,0.08,0.13,0.14,29.21,38.75,75.4,500.04,162.98,14.87,17.34,85.8,9.72,11.96,81.3,3.63,6.41,56.6,0.34,3.36,3.58,1.88,0.67,34.94,3.54,0.76,0.4,0.4,5.2,0.04,2.42,0.67,1.48,0.04,0.27,1.21,5.15,3.4,1.43,0.0,0.31,0.0,0.0,0.49,0.4,0.09,0.0,0.0,0.0,0.0,0.36,0.09,0.09,0.13,0.13,0.27,0.9,30.0,0.63,0.4,0.09,0.09,0.45,0.4,0.0,45.96,0.36,2.87,18.28,25.04,3.09,45.96,0.85,0.36,42.1,0.45,52.6,28.45,134.8,66.7,1.88,0.54,1.57,1.79,35.3,0.0,0.4,0.27,0.27,0.0,0.0,0.0,3.54,0.13,0.36,27.3,1565,29.0,73.50401308291782,73.50401308291782
Edenílson,1989-12-18,CampeonatoBrasileiro,Grêmio,Right,Brazil,Att Mid / Wingers,1333,0.07,0.07,0.14,0.07,0.0,0.0,0.2,0.0,0.15,0.15,0.06,0.22,1.42,3.38,4.12,1.08,0.61,56.3,0.06,0.11,18.4,0.14,0.14,-0.08,-0.08,25.12,33.08,75.9,352.03,113.9,15.19,18.03,84.3,7.22,9.25,78.1,1.28,2.36,54.3,0.11,0.88,2.77,0.88,0.27,31.53,1.49,0.27,0.07,0.2,1.22,0.74,0.27,0.0,0.27,0.0,0.07,1.28,1.82,1.35,0.0,0.14,0.27,0.07,0.0,0.2,0.14,0.0,0.07,0.0,0.0,0.0,1.15,0.61,0.41,0.27,0.47,0.41,0.74,54.5,0.34,0.81,0.2,0.81,1.96,1.01,0.0,42.4,0.68,6.68,22.82,13.5,2.03,42.4,1.96,0.81,41.4,1.01,51.7,23.56,106.74,51.25,0.74,0.34,1.82,1.55,29.77,0.0,1.22,1.82,0.2,0.0,0.0,0.0,3.71,1.22,1.55,43.9,1511,36.0,68.74175858667382,68.74175858667382
Franco Cristaldo,1996-08-15,CampeonatoBrasileiro,Grêmio,Right,Argentina,Att Mid / Wingers,2136,0.25,0.08,0.34,0.21,0.04,0.04,0.04,0.0,0.22,0.19,0.23,0.42,1.31,6.62,5.39,2.19,0.8,36.5,0.1,0.26,19.2,0.17,0.09,0.03,0.03,38.81,50.9,76.2,648.12,217.08,19.8,22.33,88.7,13.44,16.69,80.6,4.17,8.72,47.8,0.26,2.91,4.76,1.43,0.25,43.02,7.79,2.7,0.42,0.55,6.19,0.34,4.34,1.14,1.73,0.04,0.08,1.01,5.31,3.16,1.6,0.08,0.34,0.13,0.0,0.38,0.17,0.13,0.0,0.04,0.04,0.0,1.52,1.01,0.34,0.93,0.25,0.51,1.56,32.4,1.05,0.84,0.08,0.55,2.06,0.63,0.0,60.51,0.42,4.51,27.72,28.82,2.99,60.46,1.26,0.55,43.3,0.55,43.3,31.22,126.91,55.32,1.22,0.21,2.11,1.05,42.09,0.0,0.51,1.64,0.17,0.04,0.0,0.0,4.76,1.01,1.98,33.8,1511,29.0,71.44336594243065,71.44336594243065
Cristian Pavón,1996-01-21,CampeonatoBrasileiro,Grêmio,Right,Argentina,Att Mid / Wingers,1087,0.08,0.25,0.33,0.08,0.0,0.0,0.33,0.0,0.21,0.21,0.19,0.39,2.4,3.56,7.7,2.82,0.91,32.4,0.03,0.09,19.7,0.0,0.07,-0.12,-0.12,27.9,39.99,69.8,463.5,122.37,14.66,17.97,81.6,10.18,14.66,69.5,2.48,5.05,49.2,0.18,1.49,2.24,1.82,0.33,38.09,1.9,0.17,0.0,0.33,4.8,0.5,1.24,0.0,0.33,0.0,0.0,1.08,3.89,2.73,0.25,0.25,0.58,0.08,0.0,0.5,0.33,0.0,0.08,0.08,0.0,0.0,1.08,0.66,0.41,0.58,0.08,0.58,1.41,41.2,0.83,0.99,0.08,0.75,1.82,0.91,0.0,51.42,0.41,5.22,20.2,26.99,3.64,51.42,3.31,1.49,45.0,1.57,47.5,32.95,175.53,79.73,2.57,0.91,1.49,2.32,37.18,0.0,0.99,0.58,0.08,0.0,0.0,0.0,4.47,1.49,1.99,42.9,1511,29.0,69.99948883508205,69.99948883508205
Luciano,1993-05-18,CampeonatoBrasileiro,São Paulo,Left,Brazil,Att Mid / Wingers,2302,0.43,0.08,0.51,0.39,0.04,0.08,0.51,0.04,0.28,0.21,0.09,0.3,0.94,3.6,4.93,2.93,1.02,34.7,0.13,0.38,18.9,0.04,0.07,0.15,0.18,29.4,34.52,85.2,506.69,92.27,13.02,14.7,88.6,12.28,13.61,90.2,2.78,3.44,80.7,0.09,0.9,3.05,0.63,0.04,33.19,1.17,0.55,0.2,0.47,0.35,0.23,0.04,0.0,0.0,0.0,0.16,0.86,2.35,1.56,0.04,0.08,0.43,0.16,0.08,0.39,0.23,0.0,0.0,0.08,0.04,0.04,1.02,0.63,0.27,0.55,0.2,0.35,0.94,37.5,0.59,0.9,0.16,0.35,1.37,0.43,0.0,43.48,0.51,4.61,23.42,15.99,3.4,43.4,1.41,0.59,41.7,0.74,52.8,28.11,126.95,45.31,1.06,0.2,1.09,1.09,34.37,0.04,1.13,1.68,0.2,0.04,0.0,0.0,4.3,0.66,1.06,38.6,1570,32.0,71.36554424658603,71.36554424658603
Ferreira,1997-12-31,CampeonatoBrasileiro,São Paulo,Right,Brazil,Att Mid / Wingers,1230,0.37,0.07,0.44,0.37,0.0,0.0,0.29,0.0,0.21,0.21,0.13,0.35,5.56,4.17,11.12,2.12,0.8,37.9,0.17,0.45,17.1,0.07,0.1,0.15,0.15,34.68,43.68,79.4,580.76,133.46,16.68,18.37,90.8,13.54,16.46,82.2,3.22,5.85,55.0,0.15,2.2,2.2,1.24,0.15,38.34,5.34,1.32,0.15,0.0,5.2,0.95,2.93,1.46,0.8,0.0,0.0,1.17,5.05,2.85,0.95,0.59,0.15,0.44,0.07,0.15,0.0,0.0,0.07,0.0,0.07,0.0,1.9,1.46,1.02,0.59,0.29,0.8,1.54,52.4,0.73,0.8,0.07,0.44,2.34,0.37,0.0,57.59,0.95,5.63,23.63,29.93,4.54,57.59,6.95,3.66,52.6,2.71,38.9,36.66,272.71,159.07,4.83,1.83,3.0,1.54,42.51,0.0,1.02,3.07,0.07,0.07,0.0,0.0,4.83,0.22,0.51,30.0,1570,27.0,70.5054143126177,70.5054143126177
Lucas Moura,1992-08-13,CampeonatoBrasileiro,São Paulo,Right,Brazil,Att Mid / Wingers,2246,0.4,0.24,0.64,0.32,0.08,0.08,0.16,0.0,0.21,0.14,0.13,0.28,3.49,5.25,6.93,1.64,0.72,43.9,0.2,0.44,17.3,0.16,0.09,0.19,0.18,34.1,43.36,78.7,560.84,140.45,16.35,19.15,85.4,13.5,16.51,81.8,2.93,4.73,61.9,0.12,1.6,4.57,1.32,0.12,40.87,2.16,0.96,0.32,0.44,1.8,0.72,0.28,0.12,0.04,0.0,0.32,1.0,4.13,2.93,0.24,0.4,0.24,0.32,0.0,0.48,0.32,0.04,0.08,0.0,0.04,0.0,1.08,0.64,0.24,0.64,0.2,0.4,0.96,41.7,0.56,0.68,0.04,0.84,1.92,1.08,0.0,54.86,1.36,5.13,29.77,20.8,3.09,54.78,4.09,1.92,47.1,1.68,41.2,34.54,219.55,105.47,2.52,0.76,2.56,1.68,43.6,0.0,1.08,2.52,0.0,0.0,0.0,0.0,4.09,1.52,1.28,54.3,1570,33.0,72.16138031365529,72.16138031365529
Wesley,1999-03-30,CampeonatoBrasileiro,Internacional,Right,Brazil,Att Mid / Wingers,2515,0.39,0.04,0.43,0.39,0.0,0.0,0.39,0.0,0.23,0.23,0.13,0.35,3.61,3.86,9.09,2.83,1.11,39.2,0.14,0.35,18.4,0.0,0.08,0.16,0.16,23.05,31.6,72.9,365.65,102.06,11.95,14.78,80.9,7.94,10.7,74.2,1.97,2.58,76.4,0.16,1.25,2.33,1.61,0.39,30.78,0.75,0.11,0.21,0.47,2.58,0.36,0.21,0.07,0.07,0.0,0.07,1.29,4.51,2.4,0.11,0.93,0.32,0.61,0.14,0.54,0.21,0.0,0.21,0.04,0.07,0.0,1.5,1.07,0.43,0.79,0.29,0.68,1.97,34.5,1.29,1.0,0.14,0.5,2.0,0.54,0.0,46.99,0.64,4.54,18.93,24.3,4.83,46.99,5.94,3.04,51.2,2.22,37.3,30.95,201.11,100.84,2.0,1.47,3.01,1.43,35.32,0.0,2.04,3.11,0.29,0.11,0.0,0.0,5.01,1.75,1.65,51.6,1597,26.0,72.92329708286503,72.92329708286503
Alan Patrick,1991-05-13,CampeonatoBrasileiro,Internacional,Right,Brazil,Att Mid / Wingers,1777,0.41,0.15,0.56,0.2,0.2,0.25,0.15,0.0,0.35,0.15,0.42,0.57,1.82,6.43,5.27,1.92,0.81,42.1,0.11,0.25,22.1,0.25,0.08,0.05,0.05,38.04,48.57,78.3,610.6,194.54,19.5,22.03,88.5,13.78,17.12,80.5,3.19,6.43,49.6,0.37,4.1,4.46,2.13,0.25,40.92,7.29,2.99,0.41,0.2,5.62,0.3,3.65,1.72,1.42,0.1,0.35,0.51,6.48,4.36,1.27,0.51,0.15,0.15,0.05,0.66,0.56,0.0,0.0,0.05,0.05,0.0,1.16,0.81,0.2,0.61,0.35,0.66,1.42,46.4,0.76,0.86,0.0,0.1,1.27,0.15,0.0,58.14,0.35,3.04,26.13,29.78,2.89,57.89,2.99,1.72,57.6,1.11,37.3,33.83,172.1,78.4,1.92,0.3,1.82,2.43,41.94,0.0,1.11,1.57,0.0,0.0,0.0,0.0,4.46,0.25,1.37,15.6,1597,34.0,74.66638418079096,74.66638418079096
Bruno Tabata,1997-03-30,CampeonatoBrasileiro,Internacional,Left,Brazil,Att Mid / Wingers,1071,0.17,0.25,0.42,0.17,0.0,0.08,0.17,0.0,0.2,0.12,0.22,0.34,3.28,5.21,7.14,2.02,0.92,45.8,0.08,0.18,23.8,0.08,0.06,-0.03,0.05,31.26,43.28,72.2,500.34,162.44,16.89,20.25,83.4,10.67,13.7,77.9,2.44,6.22,39.2,0.26,1.51,3.61,2.02,1.09,39.08,3.95,1.01,0.17,0.17,5.29,0.84,1.76,1.18,0.17,0.0,0.25,1.18,3.95,2.86,0.42,0.08,0.34,0.25,0.0,0.5,0.42,0.0,0.0,0.08,0.0,0.0,1.09,0.5,0.17,0.76,0.17,0.42,1.09,38.5,0.67,1.34,0.08,0.59,1.68,0.76,0.0,55.88,0.08,5.38,23.36,28.49,2.77,55.8,3.78,1.6,42.2,2.02,53.3,35.29,219.66,95.46,2.27,0.84,2.02,2.35,40.34,0.0,0.84,1.6,0.25,0.08,0.0,0.0,5.13,0.76,1.43,34.6,1597,28.0,73.73253081664099,73.73253081664099
Vitinho,1999-04-01,CampeonatoBrasileiro,Internacional,Right,Brazil,Att Mid / Wingers,1915,0.14,0.14,0.28,0.14,0.0,0.0,0.33,0.0,0.18,0.18,0.13,0.3,3.38,2.4,7.9,2.3,0.71,30.6,0.06,0.2,19.2,0.09,0.08,-0.04,-0.04,23.83,35.72,66.7,394.78,132.34,12.27,14.76,83.1,7.9,11.19,70.6,2.49,6.11,40.8,0.14,1.41,1.79,0.8,0.24,29.8,5.73,0.99,0.14,0.24,6.02,1.55,2.68,1.27,0.52,0.0,0.19,1.5,3.48,1.6,1.13,0.19,0.28,0.24,0.05,0.38,0.14,0.09,0.05,0.0,0.09,0.0,1.22,0.71,0.38,0.66,0.19,0.66,1.36,48.3,0.71,1.17,0.09,0.52,1.74,1.41,0.0,46.57,1.6,6.11,15.79,25.24,3.1,46.57,1.6,0.66,41.2,0.85,52.9,25.66,149.12,88.83,2.16,1.27,1.69,0.8,29.33,0.0,1.22,1.08,0.14,0.0,0.0,0.0,3.57,1.13,2.3,32.9,1597,26.0,71.94462909971382,71.94462909971382
Gustavo Prado,2005-06-06,CampeonatoBrasileiro,Internacional,Right,Brazil,Att Mid / Wingers,664,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.18,0.18,0.22,0.39,2.85,3.93,8.95,2.44,1.08,44.4,0.06,0.13,18.9,0.0,0.07,-0.04,-0.04,28.19,36.73,76.8,425.06,112.5,13.69,14.91,91.8,11.25,13.69,82.2,1.76,4.2,41.9,0.16,1.76,1.76,1.9,0.41,35.78,0.81,0.14,0.14,0.41,4.74,0.14,0.54,0.0,0.54,0.0,0.14,1.22,4.61,3.66,0.0,0.14,0.54,0.14,0.14,0.54,0.27,0.0,0.0,0.27,0.0,0.0,4.34,2.44,1.22,1.76,1.36,1.63,3.66,44.4,2.03,1.9,0.0,0.27,4.61,0.54,0.0,52.45,0.41,5.42,22.77,25.48,2.58,52.45,3.93,1.63,41.4,1.9,48.3,33.75,206.97,96.78,2.44,0.14,3.39,2.44,36.87,0.0,1.49,1.49,0.27,0.0,0.0,0.0,4.61,0.68,1.49,31.3,1597,20.0,66.4204207001875,71.11327423721671
Philippe Coutinho,1992-06-12,CampeonatoBrasileiro,Vasco da Gama,Right,Brazil,Att Mid / Wingers,667,0.27,0.13,0.4,0.27,0.0,0.0,0.0,0.0,0.31,0.31,0.13,0.45,3.78,8.1,3.91,2.56,0.81,31.6,0.11,0.33,23.6,0.27,0.12,-0.04,-0.04,47.23,59.91,78.8,750.49,215.22,23.34,26.85,86.9,17.95,21.05,85.3,3.78,8.77,43.1,0.2,1.48,7.69,1.89,0.13,54.92,4.86,1.35,0.67,0.0,5.13,0.54,2.97,0.94,1.75,0.0,0.13,0.27,4.72,3.51,0.67,0.27,0.13,0.0,0.13,0.27,0.27,0.0,0.0,0.0,0.0,0.0,1.21,0.67,0.27,0.54,0.4,0.4,0.81,50.0,0.4,0.94,0.0,0.54,1.75,0.0,0.0,71.65,0.0,4.59,40.21,27.93,1.75,71.65,3.24,1.62,50.0,1.35,41.7,46.96,283.63,143.97,2.97,0.13,2.83,1.35,55.59,0.0,1.35,1.89,0.0,0.0,0.0,0.0,4.59,0.81,1.35,37.5,1461,33.0,65.24123422526024,65.24123422526024
Dimitri Payet,1987-03-29,CampeonatoBrasileiro,Vasco da Gama,Right,France,Att Mid / Wingers,1220,0.22,0.22,0.44,0.15,0.07,0.07,0.15,0.0,0.13,0.07,0.19,0.27,1.77,7.38,5.83,0.96,0.3,30.8,0.15,0.5,27.2,0.15,0.08,0.09,0.07,46.99,58.57,80.2,808.97,203.83,23.75,26.48,89.7,16.6,19.48,85.2,5.68,9.44,60.2,0.18,2.14,4.72,1.48,0.44,52.89,5.46,2.07,0.0,0.52,5.98,0.52,2.8,1.18,1.25,0.0,0.22,1.11,4.5,3.32,0.89,0.07,0.07,0.07,0.07,0.66,0.52,0.15,0.0,0.0,0.0,0.0,0.89,0.66,0.37,0.37,0.15,0.15,0.52,28.6,0.37,0.15,0.07,0.66,1.55,0.15,0.0,66.1,0.3,7.38,33.71,25.45,1.18,66.02,2.29,1.25,54.8,0.66,29.0,38.07,193.87,81.44,2.21,0.15,1.84,1.84,52.38,0.0,0.74,1.92,0.15,0.0,0.0,0.0,4.43,0.3,0.3,50.0,1461,38.0,68.58691148775895,68.58691148775895
Adson,2000-10-06,CampeonatoBrasileiro,Vasco da Gama,Left,Brazil,Att Mid / Wingers,1224,0.15,0.07,0.22,0.15,0.0,0.0,0.15,0.0,0.11,0.11,0.19,0.3,3.09,5.29,5.88,1.84,0.74,40.0,0.08,0.2,20.0,0.0,0.06,0.04,0.04,38.82,45.74,84.9,541.4,134.85,23.6,25.74,91.7,11.69,13.53,86.4,1.62,2.43,66.7,0.24,1.54,3.6,1.4,0.22,44.41,1.1,0.15,0.22,0.07,1.62,0.59,0.37,0.22,0.0,0.0,0.22,1.4,3.9,3.38,0.15,0.37,0.0,0.0,0.0,0.37,0.29,0.0,0.07,0.0,0.0,0.0,1.84,1.47,0.81,0.66,0.37,0.37,1.32,27.8,0.96,1.1,0.15,0.44,2.28,0.66,0.0,58.31,0.59,7.72,28.16,23.38,2.87,58.31,3.68,1.84,50.0,1.76,48.0,35.15,209.41,105.44,2.72,0.51,2.21,1.18,42.28,0.0,0.51,1.32,0.0,0.0,0.0,0.0,5.37,0.66,0.88,42.9,1461,25.0,70.16964744295251,70.16964744295251
Yago Pikachu,1992-06-05,CampeonatoBrasileiro,Fortaleza,Right,Brazil,Att Mid / Wingers,1633,0.11,0.22,0.33,0.11,0.0,0.0,0.33,0.0,0.2,0.2,0.1,0.3,1.38,3.31,6.45,1.93,0.39,20.0,0.06,0.29,17.9,0.06,0.1,-0.09,-0.09,21.82,28.49,76.6,373.06,108.19,11.13,12.95,86.0,8.1,10.09,80.3,2.2,3.75,58.8,0.09,1.05,2.31,0.66,0.11,26.34,2.04,0.5,0.06,0.39,2.43,0.83,0.72,0.06,0.33,0.0,0.11,0.88,2.15,1.38,0.17,0.06,0.17,0.33,0.06,0.5,0.39,0.0,0.0,0.0,0.06,0.06,1.05,0.77,0.22,0.55,0.28,0.44,1.43,30.8,0.99,0.99,0.0,0.77,1.82,0.55,0.0,37.86,0.94,6.17,17.31,14.94,2.92,37.86,1.76,0.66,37.5,0.88,50.0,22.32,112.1,58.03,1.32,0.66,1.32,1.05,25.68,0.0,0.61,2.26,0.22,0.0,0.06,0.0,4.08,0.22,0.88,20.0,1502,33.0,69.1712514572684,69.1712514572684
Leandro Emmanuel Martínez,1994-06-04,CampeonatoBrasileiro,Fortaleza,Right,Argentina,Att Mid / Wingers,1011,0.09,0.36,0.45,0.09,0.0,0.0,0.36,0.0,0.09,0.09,0.17,0.25,1.34,4.54,2.94,0.89,0.18,20.0,0.1,0.5,18.7,0.0,0.1,0.0,0.0,35.88,42.91,83.6,562.61,161.04,18.78,20.83,90.2,13.44,15.4,87.3,2.58,5.07,50.9,0.13,1.69,3.12,0.89,0.27,39.88,2.94,0.8,0.18,0.0,3.03,0.36,1.78,0.18,1.34,0.0,0.09,0.53,3.65,2.67,0.53,0.09,0.27,0.09,0.0,0.89,0.8,0.0,0.0,0.09,0.0,0.0,2.58,1.25,1.07,0.8,0.71,1.25,2.49,50.0,1.25,1.87,0.36,0.8,3.38,0.36,0.18,53.77,1.07,8.99,29.38,16.38,1.25,53.77,2.49,1.34,53.6,1.07,42.9,31.6,168.34,70.77,1.78,0.09,1.42,1.16,36.32,0.0,1.25,1.6,0.09,0.0,0.0,0.0,5.52,0.53,0.8,40.0,1502,31.0,67.80490090574837,67.80490090574837
Breno,1996-01-24,CampeonatoBrasileiro,Fortaleza,Right,Brazil,Att Mid / Wingers,1897,0.24,0.14,0.38,0.24,0.0,0.0,0.19,0.0,0.21,0.21,0.06,0.28,3.84,2.04,7.73,2.42,0.95,39.2,0.1,0.25,20.7,0.14,0.09,0.02,0.02,26.43,33.59,78.7,467.32,59.83,12.71,14.28,89.0,10.01,11.48,87.2,3.27,5.84,56.1,0.09,0.85,1.47,0.47,0.24,31.6,1.95,0.52,0.0,0.38,3.7,0.19,1.19,1.19,0.0,0.0,0.05,1.09,3.04,1.57,0.43,0.19,0.43,0.43,0.0,0.33,0.14,0.0,0.05,0.05,0.09,0.0,0.57,0.24,0.28,0.28,0.0,0.14,0.38,37.5,0.24,0.66,0.09,0.24,0.81,0.57,0.0,42.46,0.57,4.27,20.21,18.79,2.75,42.46,2.66,1.33,50.0,0.81,30.4,29.41,223.65,108.46,2.66,1.47,1.8,1.38,33.31,0.0,0.71,2.66,0.38,0.09,0.0,0.0,3.94,0.52,0.9,36.7,1502,29.0,68.63083804143128,68.63083804143128
Marinho,1990-05-29,CampeonatoBrasileiro,Fortaleza,Left,Brazil,Att Mid / Wingers,1348,0.27,0.2,0.47,0.27,0.0,0.0,0.27,0.07,0.15,0.15,0.12,0.27,3.67,3.61,5.94,2.94,1.0,34.1,0.09,0.27,22.1,0.67,0.05,0.12,0.12,19.63,27.91,70.3,346.98,106.22,9.68,11.22,86.3,7.08,9.61,73.6,2.4,5.14,46.8,0.11,1.14,2.27,0.93,0.2,24.37,3.41,1.07,0.0,0.47,3.67,0.13,2.2,0.73,0.53,0.07,0.13,1.2,4.21,1.8,0.73,0.6,0.33,0.67,0.07,0.53,0.2,0.13,0.13,0.0,0.07,0.0,1.87,1.34,0.67,0.67,0.53,0.73,1.74,42.3,1.0,1.4,0.07,0.53,2.4,0.73,0.07,43.33,0.73,5.07,17.16,21.97,3.0,43.33,4.21,1.8,42.9,1.67,39.7,26.64,203.9,108.29,2.87,1.54,3.41,1.47,29.84,0.0,2.2,4.27,0.67,0.0,0.0,0.0,4.41,0.53,1.0,34.8,1502,35.0,70.7105125100888,70.7105125100888
Tomas Pochettino,1996-02-01,CampeonatoBrasileiro,Fortaleza,Right,Argentina,Att Mid / Wingers,1648,0.27,0.33,0.6,0.27,0.0,0.05,0.16,0.0,0.17,0.12,0.26,0.38,3.11,4.86,6.39,1.86,0.49,26.5,0.15,0.56,22.5,0.22,0.07,0.1,0.15,27.58,40.52,68.1,542.46,194.85,11.91,14.31,83.2,10.27,13.93,73.7,4.75,9.99,47.5,0.21,2.79,4.04,1.75,0.66,34.68,5.46,1.91,0.27,0.87,7.15,0.87,2.57,0.44,1.86,0.05,0.38,1.26,4.53,2.62,1.2,0.16,0.22,0.27,0.05,0.55,0.38,0.11,0.0,0.05,0.0,0.0,1.47,0.55,0.44,0.98,0.05,0.44,1.42,30.8,0.98,1.47,0.16,0.27,1.75,0.87,0.0,52.43,1.2,5.79,25.29,22.01,2.13,52.37,2.24,1.09,48.8,1.04,46.3,29.16,182.79,78.75,1.58,0.76,2.4,0.93,34.08,0.0,1.04,1.09,0.22,0.05,0.05,0.0,4.04,0.76,1.31,36.8,1502,29.0,72.1704869518429,72.1704869518429
Gustavo Mosquito,1997-09-07,CampeonatoBrasileiro,Vitória,Right,Brazil,Att Mid / Wingers,1200,0.15,0.23,0.38,0.08,0.08,0.08,0.3,0.0,0.2,0.14,0.17,0.31,2.4,2.33,6.53,1.28,0.15,11.8,0.06,0.5,17.0,0.0,0.11,-0.05,-0.06,16.58,21.45,77.3,247.2,63.83,9.08,10.28,88.3,5.78,7.43,77.8,0.9,1.65,54.5,0.16,1.35,1.73,1.13,0.6,20.7,0.6,0.08,0.15,0.08,2.78,0.3,0.15,0.0,0.08,0.0,0.15,0.68,3.0,1.88,0.08,0.23,0.23,0.53,0.08,0.38,0.15,0.0,0.08,0.0,0.08,0.08,1.43,0.75,0.45,0.83,0.15,0.38,0.98,38.5,0.6,0.45,0.23,0.6,2.03,0.75,0.0,31.58,0.68,4.13,12.6,15.6,2.4,31.5,3.45,1.13,32.6,1.88,54.3,19.73,146.93,66.68,1.58,0.9,1.35,1.5,22.8,0.0,0.9,1.88,0.08,0.0,0.0,0.0,3.75,0.38,0.9,29.4,1464,28.0,69.41822828771981,69.41822828771981
